"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","new.ident","integrated_snn_res.0.8","seurat_clusters"
"cell_3647_4","cell",1465,837,4.7098976109215,"t4","5","5"
"cell_3648_4","cell",1465,821,0,"t4","10","10"
"cell_3649_4","cell",1464,888,0.614754098360656,"t4","1","1"
"cell_3650_4","cell",1464,929,0,"t4","7","7"
"cell_3651_4","cell",1460,830,0,"t4","0","0"
"cell_3652_4","cell",1459,805,0.891021247429747,"t4","0","0"
"cell_3653_4","cell",1461,945,1.43737166324435,"t4","5","5"
"cell_3654_4","cell",1457,913,3.63761153054221,"t4","4","4"
"cell_3655_4","cell",1459,887,1.16518163125428,"t4","0","0"
"cell_3656_4","cell",1455,923,2.2680412371134,"t4","1","1"
"cell_3657_4","cell",1457,858,0.0686341798215511,"t4","0","0"
"cell_3658_4","cell",1455,969,3.57388316151203,"t4","5","5"
"cell_3659_4","cell",1456,960,0.686813186813187,"t4","3","3"
"cell_3660_4","cell",1456,844,0.137362637362637,"t4","0","0"
"cell_3661_4","cell",1457,864,1.09814687714482,"t4","1","1"
"cell_3662_4","cell",1456,833,0.137362637362637,"t4","0","0"
"cell_3663_4","cell",1456,984,0.206043956043956,"t4","6","6"
"cell_3664_4","cell",1453,920,0,"t4","0","0"
"cell_3665_4","cell",1453,856,0.137646249139711,"t4","1","1"
"cell_3667_4","cell",1451,718,0.137835975189524,"t4","4","4"
"cell_3668_4","cell",1452,777,0.757575757575758,"t4","4","4"
"cell_3669_4","cell",1451,714,0.0689179875947622,"t4","0","0"
"cell_3670_4","cell",1451,905,0.689179875947622,"t4","1","1"
"cell_3671_4","cell",1451,913,0.275671950379049,"t4","0","0"
"cell_3672_4","cell",1450,889,2.20689655172414,"t4","5","5"
"cell_3674_4","cell",1450,780,0.0689655172413793,"t4","2","2"
"cell_3675_4","cell",1447,986,1.58949550794748,"t4","3","3"
"cell_3676_4","cell",1445,975,1.3840830449827,"t4","1","1"
"cell_3677_4","cell",1446,851,0.0691562932226833,"t4","1","1"
"cell_3678_4","cell",1446,876,0.138312586445367,"t4","4","4"
"cell_3679_4","cell",1447,967,3.52453351762267,"t4","5","5"
"cell_3680_4","cell",1446,1014,3.66528354080221,"t4","5","5"
"cell_3681_4","cell",1444,814,0.831024930747922,"t4","4","4"
"cell_3682_4","cell",1445,896,0,"t4","0","0"
"cell_3683_4","cell",1445,697,0.0692041522491349,"t4","4","4"
"cell_3684_4","cell",1445,867,2.07612456747405,"t4","0","0"
"cell_3685_4","cell",1445,812,0.968858131487889,"t4","2","2"
"cell_3686_4","cell",1443,973,0.762300762300762,"t4","3","3"
"cell_3687_4","cell",1443,978,0.623700623700624,"t4","9","9"
"cell_3688_4","cell",1444,880,1.0387811634349,"t4","1","1"
"cell_3689_4","cell",1443,850,0,"t4","0","0"
"cell_3690_4","cell",1442,861,0,"t4","0","0"
"cell_3691_4","cell",1442,792,0.762829403606103,"t4","0","0"
"cell_3692_4","cell",1440,855,3.19444444444444,"t4","5","5"
"cell_3693_4","cell",1438,914,2.1557719054242,"t4","12","12"
"cell_3694_4","cell",1442,946,1.59500693481276,"t4","1","1"
"cell_3695_4","cell",1442,839,2.21914008321775,"t4","5","5"
"cell_3696_4","cell",1442,928,0,"t4","0","0"
"cell_3697_4","cell",1439,790,0.208478109798471,"t4","0","0"
"cell_3698_4","cell",1438,909,3.89429763560501,"t4","1","1"
"cell_3699_4","cell",1438,974,0.90403337969402,"t4","0","0"
"cell_3700_4","cell",1439,775,0.0694927032661571,"t4","0","0"
"cell_3701_4","cell",1440,859,0,"t4","0","0"
"cell_3702_4","cell",1438,940,2.85118219749652,"t4","1","1"
"cell_3704_4","cell",1438,838,1.59944367176634,"t4","5","5"
"cell_3705_4","cell",1436,951,0.0696378830083565,"t4","0","0"
"cell_3706_4","cell",1436,947,0.487465181058496,"t4","6","6"
"cell_3707_4","cell",1436,838,1.39275766016713,"t4","5","5"
"cell_3708_4","cell",1435,998,0.975609756097561,"t4","4","4"
"cell_3709_4","cell",1435,791,0.836236933797909,"t4","0","0"
"cell_3710_4","cell",1436,812,2.22841225626741,"t4","5","5"
"cell_3711_4","cell",1432,887,4.88826815642458,"t4","1","1"
"cell_3712_4","cell",1433,914,1.60502442428472,"t4","9","9"
"cell_3713_4","cell",1432,826,0,"t4","0","0"
"cell_3714_4","cell",1432,696,1.74581005586592,"t4","5","5"
"cell_3715_4","cell",1431,935,0.209643605870021,"t4","2","2"
"cell_3716_4","cell",1432,946,1.8854748603352,"t4","1","1"
"cell_3718_4","cell",1430,972,0.41958041958042,"t4","1","1"
"cell_3719_4","cell",1430,786,0.0699300699300699,"t4","4","4"
"cell_3720_4","cell",1429,848,0.909727081875437,"t4","6","6"
"cell_3721_4","cell",1430,875,1.81818181818182,"t4","9","9"
"cell_3722_4","cell",1429,894,0.0699790062981106,"t4","5","5"
"cell_3723_4","cell",1429,926,0.979706088173548,"t4","3","3"
"cell_3724_4","cell",1427,948,2.10231254379818,"t4","4","4"
"cell_3725_4","cell",1428,892,1.19047619047619,"t4","9","9"
"cell_3726_4","cell",1426,836,0,"t4","0","0"
"cell_3727_4","cell",1425,886,0.140350877192982,"t4","0","0"
"cell_3728_4","cell",1426,975,0.420757363253857,"t4","0","0"
"cell_3729_4","cell",1425,894,2.80701754385965,"t4","1","1"
"cell_3730_4","cell",1425,941,0.210526315789474,"t4","9","9"
"cell_3731_4","cell",1425,960,0.0701754385964912,"t4","3","3"
"cell_3732_4","cell",1423,796,0.351370344342937,"t4","0","0"
"cell_3733_4","cell",1424,849,0.912921348314607,"t4","0","0"
"cell_3734_4","cell",1423,780,0.0702740688685875,"t4","0","0"
"cell_3735_4","cell",1422,889,1.82841068917018,"t4","5","5"
"cell_3736_4","cell",1422,841,0.281293952180028,"t4","4","4"
"cell_3737_4","cell",1421,822,0.351864883884588,"t4","0","0"
"cell_3738_4","cell",1422,933,0.070323488045007,"t4","1","1"
"cell_3739_4","cell",1421,889,3.80014074595355,"t4","5","5"
"cell_3740_4","cell",1421,1029,2.88529204785362,"t4","3","3"
"cell_3742_4","cell",1420,819,0.352112676056338,"t4","0","0"
"cell_3743_4","cell",1419,942,1.33897110641297,"t4","5","5"
"cell_3744_4","cell",1420,864,0.140845070422535,"t4","0","0"
"cell_3745_4","cell",1420,865,0.28169014084507,"t4","1","1"
"cell_3746_4","cell",1416,827,0.141242937853107,"t4","7","7"
"cell_3747_4","cell",1418,888,0.141043723554302,"t4","9","9"
"cell_3749_4","cell",1416,879,3.38983050847458,"t4","14","14"
"cell_3750_4","cell",1416,861,0.353107344632768,"t4","3","3"
"cell_3751_4","cell",1418,970,0.846262341325811,"t4","3","3"
"cell_3752_4","cell",1414,872,0.0707213578500707,"t4","10","10"
"cell_3753_4","cell",1416,842,0,"t4","0","0"
"cell_3754_4","cell",1416,850,0.0706214689265537,"t4","0","0"
"cell_3755_4","cell",1415,870,0,"t4","0","0"
"cell_3756_4","cell",1414,951,1.76803394625177,"t4","9","9"
"cell_3757_4","cell",1414,879,0.565770862800566,"t4","1","1"
"cell_3758_4","cell",1415,861,0.565371024734982,"t4","11","11"
"cell_3759_4","cell",1414,840,0,"t4","0","0"
"cell_3760_4","cell",1414,953,2.26308345120226,"t4","1","1"
"cell_3761_4","cell",1412,874,0.920679886685552,"t4","1","1"
"cell_3762_4","cell",1408,885,0.142045454545455,"t4","1","1"
"cell_3763_4","cell",1410,857,0.141843971631206,"t4","0","0"
"cell_3764_4","cell",1409,899,0.07097232079489,"t4","1","1"
"cell_3765_4","cell",1406,990,0.355618776671408,"t4","7","7"
"cell_3766_4","cell",1407,877,0.284292821606254,"t4","2","2"
"cell_3768_4","cell",1408,901,0.0710227272727273,"t4","3","3"
"cell_3769_4","cell",1408,791,0.213068181818182,"t4","1","1"
"cell_3770_4","cell",1406,767,0.497866287339972,"t4","0","0"
"cell_3771_4","cell",1408,904,0.142045454545455,"t4","10","10"
"cell_3772_4","cell",1407,922,1.91897654584222,"t4","11","11"
"cell_3773_4","cell",1406,742,0,"t4","0","0"
"cell_3774_4","cell",1405,908,0,"t4","0","0"
"cell_3775_4","cell",1402,958,0.427960057061341,"t4","7","7"
"cell_3776_4","cell",1404,893,0.997150997150997,"t4","2","2"
"cell_3777_4","cell",1404,727,0.0712250712250712,"t4","0","0"
"cell_3778_4","cell",1403,833,0.498930862437634,"t4","0","0"
"cell_3779_4","cell",1402,869,0.14265335235378,"t4","0","0"
"cell_3780_4","cell",1400,932,1,"t4","10","10"
"cell_3781_4","cell",1400,825,0.214285714285714,"t4","0","0"
"cell_3782_4","cell",1400,860,3.71428571428571,"t4","5","5"
"cell_3783_4","cell",1399,794,0.0714796283059328,"t4","0","0"
"cell_3784_4","cell",1399,847,0.0714796283059328,"t4","0","0"
"cell_3785_4","cell",1396,941,3.36676217765043,"t4","1","1"
"cell_3786_4","cell",1398,913,1.21602288984263,"t4","5","5"
"cell_3787_4","cell",1396,950,2.29226361031519,"t4","5","5"
"cell_3788_4","cell",1395,942,2.00716845878136,"t4","5","5"
"cell_3789_4","cell",1397,776,0,"t4","4","4"
"cell_3790_4","cell",1396,806,2.72206303724928,"t4","5","5"
"cell_3791_4","cell",1395,916,0.716845878136201,"t4","1","1"
"cell_3792_4","cell",1396,940,1.93409742120344,"t4","12","12"
"cell_3793_4","cell",1396,859,0,"t4","0","0"
"cell_3794_4","cell",1395,796,0.14336917562724,"t4","7","7"
"cell_3795_4","cell",1394,838,0,"t4","4","4"
"cell_3796_4","cell",1395,904,0.573476702508961,"t4","0","0"
"cell_3798_4","cell",1392,729,0.28735632183908,"t4","0","0"
"cell_3799_4","cell",1393,902,2.58435032304379,"t4","5","5"
"cell_3800_4","cell",1391,965,0.431344356578001,"t4","7","7"
"cell_3801_4","cell",1392,819,0.14367816091954,"t4","0","0"
"cell_3802_4","cell",1391,912,1.078360891445,"t4","1","1"
"cell_3803_4","cell",1390,779,0.0719424460431655,"t4","9","9"
"cell_3804_4","cell",1390,767,0.0719424460431655,"t4","0","0"
"cell_3805_4","cell",1387,839,0.0720980533525595,"t4","0","0"
"cell_3806_4","cell",1386,816,0.0721500721500721,"t4","1","1"
"cell_3807_4","cell",1387,801,0,"t4","0","0"
"cell_3808_4","cell",1386,746,0.216450216450216,"t4","0","0"
"cell_3809_4","cell",1386,913,0.649350649350649,"t4","12","12"
"cell_3810_4","cell",1386,972,0.0721500721500721,"t4","0","0"
"cell_3811_4","cell",1386,830,0.288600288600289,"t4","2","2"
"cell_3812_4","cell",1385,771,0,"t4","1","1"
"cell_3813_4","cell",1386,826,0.0721500721500721,"t4","0","0"
"cell_3814_4","cell",1387,790,0.144196106705119,"t4","0","0"
"cell_3815_4","cell",1385,907,0.505415162454874,"t4","10","10"
"cell_3816_4","cell",1384,832,0,"t4","0","0"
"cell_3817_4","cell",1382,791,0.0723589001447178,"t4","4","4"
"cell_3818_4","cell",1382,983,1.80897250361794,"t4","1","1"
"cell_3819_4","cell",1382,884,2.67727930535456,"t4","5","5"
"cell_3820_4","cell",1378,867,0,"t4","6","6"
"cell_3821_4","cell",1381,872,0.57929036929761,"t4","2","2"
"cell_3823_4","cell",1379,750,0,"t4","7","7"
"cell_3824_4","cell",1378,777,0.290275761973875,"t4","0","0"
"cell_3825_4","cell",1377,868,3.92156862745098,"t4","3","3"
"cell_3826_4","cell",1377,905,0.145243282498184,"t4","1","1"
"cell_3827_4","cell",1376,839,0.0726744186046512,"t4","4","4"
"cell_3828_4","cell",1360,597,0,"t4","14","14"
"cell_3829_4","cell",1376,815,0,"t4","0","0"
"cell_3830_4","cell",1376,857,2.25290697674419,"t4","5","5"
"cell_3831_4","cell",1374,891,2.03784570596798,"t4","5","5"
"cell_3832_4","cell",1373,770,0.145666423889294,"t4","0","0"
"cell_3833_4","cell",1374,843,0.727802037845706,"t4","9","9"
"cell_3835_4","cell",1370,846,0.145985401459854,"t4","0","0"
"cell_3836_4","cell",1371,817,0,"t4","9","9"
"cell_3837_4","cell",1365,849,0.21978021978022,"t4","6","6"
"cell_3839_4","cell",1370,851,2.26277372262774,"t4","5","5"
"cell_3840_4","cell",1368,843,0.219298245614035,"t4","1","1"
"cell_3841_4","cell",1368,971,2.85087719298246,"t4","1","1"
"cell_3842_4","cell",1366,928,3.4407027818448,"t4","2","2"
"cell_3843_4","cell",1366,833,0.805270863836018,"t4","6","6"
"cell_3844_4","cell",1367,897,0.365764447695684,"t4","10","10"
"cell_3845_4","cell",1366,912,0.146412884333821,"t4","10","10"
"cell_3846_4","cell",1367,779,0.21945866861741,"t4","0","0"
"cell_3847_4","cell",1363,827,1.61408657373441,"t4","10","10"
"cell_3848_4","cell",1365,805,0,"t4","0","0"
"cell_3849_4","cell",1363,870,0.733675715333822,"t4","1","1"
"cell_3850_4","cell",1365,829,0,"t4","0","0"
"cell_3851_4","cell",1365,840,1.39194139194139,"t4","5","5"
"cell_3852_4","cell",1364,832,0.366568914956012,"t4","0","0"
"cell_3853_4","cell",1364,790,0,"t4","0","0"
"cell_3854_4","cell",1364,902,0.586510263929619,"t4","4","4"
"cell_3855_4","cell",1362,807,0.367107195301028,"t4","10","10"
"cell_3856_4","cell",1362,933,0.367107195301028,"t4","3","3"
"cell_3857_4","cell",1357,894,0.0736919675755343,"t4","6","6"
"cell_3858_4","cell",1362,888,0.881057268722467,"t4","4","4"
"cell_3859_4","cell",1360,926,1.02941176470588,"t4","1","1"
"cell_3860_4","cell",1360,849,3.75,"t4","5","5"
"cell_3861_4","cell",1360,861,0.220588235294118,"t4","0","0"
"cell_3862_4","cell",1358,799,0.294550810014728,"t4","0","0"
"cell_3863_4","cell",1358,910,0.515463917525773,"t4","1","1"
"cell_3864_4","cell",1358,879,3.46097201767305,"t4","3","3"
"cell_3865_4","cell",1357,864,1.10537951363301,"t4","1","1"
"cell_3866_4","cell",1353,872,0.591278640059128,"t4","10","10"
"cell_3867_4","cell",1354,708,0.0738552437223043,"t4","0","0"
"cell_3868_4","cell",1353,812,0,"t4","0","0"
"cell_3869_4","cell",1352,862,0.443786982248521,"t4","0","0"
"cell_3870_4","cell",1350,882,3.11111111111111,"t4","4","4"
"cell_3871_4","cell",1351,858,0.592153960029608,"t4","5","5"
"cell_3872_4","cell",1352,925,0.14792899408284,"t4","9","9"
"cell_3873_4","cell",1352,831,0.29585798816568,"t4","5","5"
"cell_3874_4","cell",1349,881,0.22238695329874,"t4","0","0"
"cell_3875_4","cell",1349,879,4.52186805040771,"t4","9","9"
"cell_3876_4","cell",1349,832,0.44477390659748,"t4","5","5"
"cell_3877_4","cell",1348,960,1.26112759643917,"t4","9","9"
"cell_3879_4","cell",1347,893,0.371195248700817,"t4","1","1"
"cell_3880_4","cell",1346,906,2.30312035661218,"t4","5","5"
"cell_3881_4","cell",1345,861,0,"t4","0","0"
"cell_3882_4","cell",1343,890,2.23380491437081,"t4","3","3"
"cell_3883_4","cell",1344,905,2.97619047619048,"t4","5","5"
"cell_3884_4","cell",1343,895,1.11690245718541,"t4","3","3"
"cell_3885_4","cell",1343,878,1.04244229337305,"t4","0","0"
"cell_3886_4","cell",1343,802,0.819061801935964,"t4","0","0"
"cell_3887_4","cell",1343,767,0,"t4","1","1"
"cell_3888_4","cell",1342,818,1.56482861400894,"t4","4","4"
"cell_3889_4","cell",1342,813,0.22354694485842,"t4","0","0"
"cell_3890_4","cell",1342,870,0,"t4","3","3"
"cell_3891_4","cell",1341,864,3.5048471290082,"t4","5","5"
"cell_3892_4","cell",1339,868,1.94174757281553,"t4","5","5"
"cell_3893_4","cell",1336,874,0.149700598802395,"t4","9","9"
"cell_3894_4","cell",1338,792,1.42002989536622,"t4","0","0"
"cell_3895_4","cell",1336,885,0.0748502994011976,"t4","9","9"
"cell_3896_4","cell",1336,637,0.598802395209581,"t4","4","4"
"cell_3897_4","cell",1337,744,0.074794315632012,"t4","0","0"
"cell_3898_4","cell",1334,886,2.32383808095952,"t4","14","14"
"cell_3899_4","cell",1337,781,0,"t4","2","2"
"cell_3900_4","cell",1335,932,1.94756554307116,"t4","3","3"
"cell_3901_4","cell",1334,894,0.449775112443778,"t4","5","5"
"cell_3902_4","cell",1334,928,0.299850074962519,"t4","2","2"
"cell_3903_4","cell",1333,821,0,"t4","0","0"
"cell_3904_4","cell",1328,895,0.602409638554217,"t4","10","10"
"cell_3905_4","cell",1331,737,0.225394440270473,"t4","0","0"
"cell_3906_4","cell",1330,828,0,"t4","0","0"
"cell_3907_4","cell",1331,884,2.40420736288505,"t4","5","5"
"cell_3908_4","cell",1327,859,0.150715900527506,"t4","0","0"
"cell_3909_4","cell",1328,762,0,"t4","0","0"
"cell_3910_4","cell",1329,789,0.0752445447705041,"t4","0","0"
"cell_3911_4","cell",1327,782,4.97362471740769,"t4","2","2"
"cell_3912_4","cell",1328,709,0.0753012048192771,"t4","0","0"
"cell_3913_4","cell",1326,887,2.94117647058824,"t4","5","5"
"cell_3914_4","cell",1326,878,2.71493212669683,"t4","5","5"
"cell_3915_4","cell",1326,732,0.0754147812971342,"t4","0","0"
"cell_3916_4","cell",1325,874,0.905660377358491,"t4","3","3"
"cell_3917_4","cell",1322,822,0.075642965204236,"t4","0","0"
"cell_3918_4","cell",1322,742,0.529500756429652,"t4","0","0"
"cell_3919_4","cell",1321,813,0.0757002271006813,"t4","4","4"
"cell_3920_4","cell",1323,857,0.151171579743008,"t4","3","3"
"cell_3921_4","cell",1319,835,0,"t4","0","0"
"cell_3922_4","cell",1321,842,0.151400454201363,"t4","4","4"
"cell_3923_4","cell",1321,805,0.0757002271006813,"t4","0","0"
"cell_3924_4","cell",1319,817,0.303260045489007,"t4","1","1"
"cell_3925_4","cell",1314,927,2.35920852359208,"t4","5","5"
"cell_3926_4","cell",1320,919,0.681818181818182,"t4","5","5"
"cell_3927_4","cell",1319,833,0.530705079605762,"t4","0","0"
"cell_3928_4","cell",1318,863,0.379362670713202,"t4","1","1"
"cell_3929_4","cell",1317,766,0,"t4","0","0"
"cell_3930_4","cell",1318,903,1.44157814871017,"t4","5","5"
"cell_3931_4","cell",1318,773,0.151745068285281,"t4","0","0"
"cell_3932_4","cell",1317,785,0.0759301442672741,"t4","0","0"
"cell_3933_4","cell",1315,739,0,"t4","0","0"
"cell_3934_4","cell",1313,817,0.152322924600152,"t4","6","6"
"cell_3935_4","cell",1315,848,0.0760456273764259,"t4","3","3"
"cell_3936_4","cell",1315,741,0.0760456273764259,"t4","1","1"
"cell_3937_4","cell",1314,721,0,"t4","0","0"
"cell_3938_4","cell",1312,744,0,"t4","0","0"
"cell_3939_4","cell",1314,789,0.076103500761035,"t4","1","1"
"cell_3940_4","cell",1313,811,0.228484386900228,"t4","0","0"
"cell_3941_4","cell",1313,817,0.304645849200305,"t4","1","1"
"cell_3942_4","cell",1313,874,1.75171363290175,"t4","1","1"
"cell_3943_4","cell",1313,798,0.228484386900228,"t4","5","5"
"cell_3944_4","cell",1310,895,0.305343511450382,"t4","0","0"
"cell_3945_4","cell",1311,848,0.15255530129672,"t4","0","0"
"cell_3946_4","cell",1310,900,0.229007633587786,"t4","6","6"
"cell_3947_4","cell",1311,863,0.53394355453852,"t4","0","0"
"cell_3948_4","cell",1311,856,1.98321891685736,"t4","2","2"
"cell_3949_4","cell",1310,804,3.58778625954198,"t4","5","5"
"cell_3951_4","cell",1309,769,0,"t4","4","4"
"cell_3952_4","cell",1306,929,3.90505359877489,"t4","3","3"
"cell_3953_4","cell",1306,774,0.0765696784073507,"t4","0","0"
"cell_3954_4","cell",1307,728,0,"t4","0","0"
"cell_3955_4","cell",1307,820,0.53557765876052,"t4","0","0"
"cell_3956_4","cell",1306,762,0.153139356814701,"t4","0","0"
"cell_3957_4","cell",1306,750,0.0765696784073507,"t4","0","0"
"cell_3958_4","cell",1305,901,1.60919540229885,"t4","1","1"
"cell_3959_4","cell",1306,752,0.153139356814701,"t4","0","0"
"cell_3960_4","cell",1305,825,0.383141762452107,"t4","0","0"
"cell_3961_4","cell",1302,780,0.307219662058372,"t4","6","6"
"cell_3962_4","cell",1305,759,0,"t4","0","0"
"cell_3963_4","cell",1303,848,4.60475825019186,"t4","5","5"
"cell_3965_4","cell",1302,840,0.307219662058372,"t4","0","0"
"cell_3966_4","cell",1301,775,0.153727901614143,"t4","0","0"
"cell_3967_4","cell",1301,760,0.0768639508070715,"t4","0","0"
"cell_3968_4","cell",1301,652,0,"t4","0","0"
"cell_3969_4","cell",1299,800,1.15473441108545,"t4","0","0"
"cell_3970_4","cell",1299,769,0,"t4","0","0"
"cell_3971_4","cell",1299,793,0.307929176289453,"t4","0","0"
"cell_3972_4","cell",1298,756,0,"t4","1","1"
"cell_3973_4","cell",1298,803,1.84899845916795,"t4","1","1"
"cell_3974_4","cell",1296,886,1.69753086419753,"t4","3","3"
"cell_3975_4","cell",1298,831,0.0770416024653313,"t4","0","0"
"cell_3976_4","cell",1297,875,3.16114109483423,"t4","5","5"
"cell_3977_4","cell",1295,802,1.38996138996139,"t4","9","9"
"cell_3978_4","cell",1296,785,0.0771604938271605,"t4","0","0"
"cell_3979_4","cell",1296,798,0.462962962962963,"t4","0","0"
"cell_3980_4","cell",1295,845,0.540540540540541,"t4","0","0"
"cell_3981_4","cell",1294,868,0.0772797527047913,"t4","3","3"
"cell_3982_4","cell",1295,822,1.23552123552124,"t4","1","1"
"cell_3983_4","cell",1293,895,1.77880897138438,"t4","3","3"
"cell_3984_4","cell",1293,809,0.0773395204949729,"t4","0","0"
"cell_3985_4","cell",1289,874,0.620636152055857,"t4","1","1"
"cell_3986_4","cell",1291,720,0.232378001549187,"t4","0","0"
"cell_3987_4","cell",1290,815,0,"t4","0","0"
"cell_3988_4","cell",1289,839,0.465477114041893,"t4","1","1"
"cell_3989_4","cell",1287,828,0.699300699300699,"t4","1","1"
"cell_3990_4","cell",1288,838,0,"t4","6","6"
"cell_3991_4","cell",1287,789,2.71950271950272,"t4","5","5"
"cell_3992_4","cell",1286,867,4.04354587869362,"t4","3","3"
"cell_3993_4","cell",1286,810,0.15552099533437,"t4","1","1"
"cell_3994_4","cell",1283,678,0.545596258768511,"t4","0","0"
"cell_3995_4","cell",1283,908,1.87061574434918,"t4","5","5"
"cell_3996_4","cell",1282,750,0.078003120124805,"t4","0","0"
"cell_3997_4","cell",1280,835,3.75,"t4","5","5"
"cell_3998_4","cell",1282,819,0.078003120124805,"t4","1","1"
"cell_3999_4","cell",1282,800,0.078003120124805,"t4","14","14"
"cell_4000_4","cell",1280,771,0.234375,"t4","0","0"
"cell_4001_4","cell",1279,910,0.547302580140735,"t4","3","3"
"cell_4002_4","cell",1278,845,3.44287949921753,"t4","5","5"
"cell_4003_4","cell",1279,849,0.860046911649726,"t4","1","1"
"cell_4004_4","cell",1279,791,3.28381548084441,"t4","1","1"
"cell_4005_4","cell",1277,657,0.0783085356303837,"t4","0","0"
"cell_4006_4","cell",1278,688,0.0782472613458529,"t4","0","0"
"cell_4008_4","cell",1275,851,0.313725490196078,"t4","0","0"
"cell_4009_4","cell",1278,809,0.156494522691706,"t4","4","4"
"cell_4010_4","cell",1278,839,1.25195618153365,"t4","1","1"
"cell_4011_4","cell",1277,785,1.01801096319499,"t4","1","1"
"cell_4012_4","cell",1277,772,3.52388410336727,"t4","5","5"
"cell_4013_4","cell",1277,730,0,"t4","0","0"
